PredictedValue,PredictionConfidencePercentage,PredictionGroup,CREDIT_SCORE,AGE,BALANCE,HAS_ZERO_BALANCE,PRODUCTS_NUMBER,ACTIVE_MEMBER,GENDER,CUSTOMER_ID,AGE_SQ,AGE_GROUP,TENURE,TENURE_SQ,TENURE_GROUP,BALANCE_SALARY_RATIO,PRODUCT_SEGMENT,CREDIT_CARD,CREDIT_TIER,HEALTH_SCORE,AGE_TENURE_INTERACTION,ESTIMATED_SALARY,CHURN,Base_Revenue,FTP_Cost,Allocated_Cost,PD_Risk,Survival_Probability,Risk_Adjusted_Margin,Risk_Adjusted_CLV
0,0.675945898690158,AGE <= 32.8,697,27,141223.68,0,2,0,Male,15662955,729,1,8,64,3,1.5589,2,1,3,22.97,93.5,90591.15,0,5624.48,1327.36,200,0.0612,0.6759,3846.38,5593.95
0,0.637139547675359,AGE <= 32.8,656,18,151762.74,0,1,1,Male,15770309,324,1,10,100,3,1.1948,1,0,2,76.56,109.0,127014.32,0,5149.65,1162.72,175,0.0776,0.6371,3516.12,4524.49
0,0.607070348621259,PRODUCTS_NUMBER > 1.0 AND PRODUCTS_NUMBER <= 2.0;TENURE <= 1.0,712,43,141749.74,0,2,1,Male,15657386,1849,2,1,1,1,1.5593,2,0,3,59.12,31.5,90905.26,0,5534.33,1543.41,225,0.0552,0.6071,3558.04,4157.59
0,0.666908048074124,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,689,38,75075.14,0,1,1,Male,15777797,1444,2,5,25,3,8.6773,1,1,3,66.89,69.0,8651.92,1,2767.48,754.13,175,0.0644,0.6669,1719.96,2431.57
0,0.701605912538044,AGE <= 32.8,697,25,165686.11,0,2,0,Female,15783955,625,1,4,16,2,10.7116,2,1,3,14.97,52.5,15467.98,0,6569.95,1646.0,200,0.0612,0.7016,4434.84,6985.69
0,0.651607636746837,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,589,38,0.0,1,1,0,Male,15804516,1444,2,2,4,2,0.0,1,1,2,9.89,39.0,79915.28,0,444.05,106.08,150,0.1044,0.6516,168.35,226.8
0,0.714074909159594,AGE <= 32.8,525,25,0.0,1,2,0,Female,15681758,625,1,10,100,3,0.0,2,1,1,25.25,112.5,69361.95,0,338.31,71.85,200,0.13,0.7141,57.82,94.65
0,0.664886969370829,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,680,44,0.0,1,2,0,Male,15630321,1936,2,3,9,2,0.0,2,1,3,12.8,52.0,86935.08,0,389.87,108.58,200,0.068,0.6649,75.76,106.43
0,0.704214964971098,AGE <= 32.8,617,28,0.0,1,2,1,Female,15588248,784,1,0,0,1,0.0,2,1,2,56.17,14.0,7597.83,1,50.0,13.09,225,0.0932,0.7042,-170.56,-270.84
0,0.657536675028816,AGE <= 32.8,680,32,92961.61,0,1,0,Male,15591932,1024,2,5,25,3,0.7948,1,1,3,16.8,66.0,116957.6,0,4754.74,1130.15,150,0.068,0.6575,3238.32,4445.12
0,0.704214964971098,AGE <= 32.8,662,30,0.0,1,2,1,Female,15810347,900,2,9,81,3,0.0,2,0,2,74.62,105.0,157884.83,0,712.38,207.93,225,0.0752,0.7042,258.44,410.38
0,0.581246304462825,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,736,46,130812.91,0,1,1,Male,15595303,2116,2,5,25,3,1.6775,1,1,3,67.36,73.0,77981.54,1,5110.46,1359.22,175,0.0456,0.5812,3413.16,3666.8
0,0.576268836688111,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,657,57,107174.58,0,1,1,Male,15634950,3249,3,8,64,3,0.8481,1,1,2,72.57,108.5,126369.55,1,5193.57,1521.32,175,0.0772,0.5763,3227.26,3410.88
1,0.741918504317252,BALANCE > 25089.809;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,350,54,152677.48,0,1,1,Male,15685372,2916,3,1,1,1,0.7953,1,1,1,55.5,37.0,191973.49,1,6910.41,1709.92,175,0.2,0.2581,4020.39,1231.53
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,617,30,132005.77,0,1,0,Male,15745827,900,2,3,9,2,0.9235,1,1,2,12.17,45.0,142940.39,0,6383.1,1566.81,150,0.0932,0.3219,4231.39,1746.54
0,0.651607636746837,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,562,35,0.0,1,1,0,Male,15755868,1225,2,7,49,3,0.0,1,0,1,19.62,87.5,48869.67,0,244.01,71.67,150,0.1152,0.6516,19.77,26.63
0,0.704214964971098,AGE <= 32.8,705,23,0.0,1,2,1,Female,15735222,529,1,5,25,3,0.0,2,1,3,67.05,61.5,73131.73,0,391.32,115.82,225,0.058,0.7042,47.57,75.54
0,0.653307058885456,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,516,33,127305.5,0,1,1,Female,15604804,1089,2,7,49,3,1.0605,1,1,1,69.16,86.5,120037.36,0,5103.2,1510.94,175,0.1336,0.6533,2960.71,4010.18
0,0.683029157525607,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,573,37,0.0,1,2,0,Female,15718944,1369,2,6,36,3,0.0,2,1,1,17.73,78.5,193995.37,0,968.8,273.09,200,0.1108,0.683,440.79,655.39
0,0.714074909159594,AGE <= 32.8,538,31,0.0,1,2,0,Female,15678626,961,2,0,0,1,0.0,2,0,1,5.38,15.5,179453.66,0,878.36,216.29,200,0.1248,0.7141,404.4,662.01
0,0.665014337990795,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,699,39,0.0,1,1,0,Male,15571550,1521,2,9,81,3,0.0,1,1,3,24.99,109.5,80963.92,0,355.6,78.6,150,0.0604,0.665,119.33,167.7
0,0.662232731867614,AGE <= 32.8,504,32,170291.22,0,2,1,Male,15723053,1024,2,8,64,3,10.875,2,0,1,71.04,96.0,15658.99,0,5812.72,1385.43,225,0.1384,0.6622,3620.69,5044.05
1,0.713379585256645,AGE > 40.2;ACTIVE_MEMBER <= 0.0,583,47,102562.23,0,1,0,Male,15661528,2209,2,5,25,3,1.1063,1,1,2,15.83,73.5,92708.1,0,4879.14,1433.64,150,0.1068,0.2866,2943.54,1036.01
1,0.705961939656857,AGE > 40.2;ACTIVE_MEMBER <= 0.0,712,53,111061.01,0,2,0,Male,15754177,2809,3,2,4,2,4.1843,2,0,3,11.12,46.5,26542.17,0,4414.59,1043.41,200,0.0552,0.294,2996.13,1091.58
0,0.662944680505186,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,626,62,0.0,1,1,1,Male,15683544,3844,3,3,9,2,0.0,1,1,2,62.26,61.0,65010.74,0,291.82,80.45,175,0.0896,0.6629,33.11,46.23
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,631,34,124379.14,0,1,0,Female,15708048,1156,2,4,16,2,1.1636,1,1,2,14.31,57.0,106892.91,0,5456.64,1594.98,150,0.0876,0.2945,3386.52,1236.54
0,0.700945725998455,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,663,37,0.0,1,1,1,Female,15701109,1369,2,7,49,3,0.0,1,1,2,70.63,88.5,185210.63,0,1030.51,306.1,175,0.0748,0.7009,508.31,799.05
1,0.71541954047924,AGE > 40.2;ACTIVE_MEMBER <= 0.0,506,41,57745.76,0,1,0,Female,15600110,1681,2,3,9,2,14.3096,1,1,1,11.06,50.5,4035.46,0,1798.59,530.17,150,0.1376,0.2846,964.53,336.23
1,0.727367698389599,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,570,50,129293.74,0,1,0,Female,15651533,2500,3,5,25,3,0.7272,1,1,1,15.7,75.0,177805.44,1,5153.7,1316.8,150,0.112,0.2726,3273.97,1077.82
0,0.672077231484066,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,703,45,0.0,1,2,1,Female,15777904,2025,2,7,49,3,0.0,2,1,3,71.03,92.5,68831.72,0,312.4,77.85,225,0.0588,0.6721,8.99,12.91
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,698,40,150777.1,0,1,0,Female,15655574,1600,2,8,64,3,1.3142,1,1,3,22.98,100.0,114732.62,0,7569.82,2261.59,150,0.0608,0.2945,4844.61,1768.94
0,0.664886969370829,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,731,41,0.0,1,2,0,Male,15569423,1681,2,4,16,2,0.0,2,1,3,15.31,60.5,22299.27,0,114.65,25.43,200,0.0476,0.6649,-105.51,-148.22
0,0.672071607081848,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,625,34,0.0,1,2,0,Male,15718106,1156,2,6,36,3,0.0,2,0,2,18.25,77.0,197283.2,0,1062.11,232.34,200,0.09,0.6721,573.09,823.43
0,0.637139547675359,AGE <= 32.8,634,31,108632.48,0,1,1,Male,15585067,961,2,9,81,3,0.6052,1,1,2,74.34,105.5,179485.96,1,4644.97,1376.39,175,0.0864,0.6371,2826.29,3636.83
0,0.576268836688111,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,616,59,153861.1,0,1,1,Male,15675501,3481,3,5,25,3,8.693,1,1,2,66.16,79.5,17699.48,0,5544.02,1490.89,175,0.0936,0.5763,3515.14,3715.13
1,0.734726927807631,AGE > 40.2;ACTIVE_MEMBER <= 0.0,500,56,100374.58,0,1,0,Male,15633233,3136,3,1,1,1,0.8471,1,1,1,7.0,38.0,118490.8,1,4813.76,1220.92,150,0.14,0.2653,2960.84,940.18
0,0.698695470392244,AGE <= 32.8,446,32,0.0,1,2,0,Male,15667134,1024,2,8,64,3,0.0,2,0,1,20.46,96.0,133292.94,0,670.35,142.92,200,0.1616,0.6987,274.52,428.54
1,0.71541954047924,AGE > 40.2;ACTIVE_MEMBER <= 0.0,669,47,61196.54,0,1,0,Female,15659105,2209,2,9,81,3,1.052,1,1,2,24.69,113.5,58170.24,0,2889.0,726.08,150,0.0724,0.2846,1867.18,650.89
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,581,31,116891.72,0,1,0,Male,15575409,961,2,6,36,3,1.091,1,1,2,17.81,75.5,107137.3,0,5113.55,1505.54,150,0.1076,0.3219,3085.93,1273.74
1,0.772061794017365,PRODUCTS_NUMBER > 2.0,704,54,133656.91,0,3,0,Female,15752342,2916,3,6,36,3,0.9213,3,1,3,19.04,87.0,145071.33,1,6240.51,1624.34,250,0.0584,0.2279,4111.19,1074.17
0,0.5959747764968,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,748,44,92911.52,0,1,1,Male,15654851,1936,2,2,4,2,1.0867,1,0,4,61.48,42.0,85495.24,0,4209.46,1012.22,175,0.0408,0.596,2898.93,3267.76
0,0.652209458680853,AGE <= 32.8,680,31,119825.75,0,2,1,Female,15741429,961,2,9,81,3,1.1848,2,1,3,74.8,105.5,101139.3,0,5710.84,1456.89,225,0.068,0.6522,3754.98,5068.38
0,0.66538586896506,AGE <= 32.8,655,37,111852.84,0,2,0,Female,15682356,1369,2,7,49,3,10.6414,2,1,2,20.55,88.5,10511.13,0,4891.98,1411.9,200,0.078,0.6654,3024.23,4255.08
0,0.652209458680853,AGE <= 32.8,690,32,106683.52,0,2,1,Male,15806447,1024,2,0,0,1,0.7735,2,1,3,56.9,16.0,137916.49,0,4153.97,1209.99,225,0.064,0.6522,2544.97,3435.13
0,0.643161830120405,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,695,40,139022.24,0,1,1,Male,15800229,1600,2,7,49,3,0.7189,1,0,3,70.95,90.0,193383.13,0,5060.83,1214.64,175,0.062,0.6432,3443.58,4516.77
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,700,40,148571.07,0,1,0,Female,15663441,1600,2,4,16,2,0.7827,1,1,3,15.0,60.0,189826.96,1,7582.38,1977.53,150,0.06,0.2945,5127.56,1872.25
0,0.662944680505186,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,773,52,0.0,1,1,1,Male,15791991,2704,3,4,16,2,0.0,1,0,4,65.73,66.0,144113.42,0,806.15,183.74,175,0.0308,0.6629,433.63,605.45
0,0.607070348621259,PRODUCTS_NUMBER > 1.0 AND PRODUCTS_NUMBER <= 2.0;TENURE <= 1.0,749,42,129776.72,0,2,1,Male,15775082,1764,2,1,1,1,0.9041,2,0,4,59.49,31.0,143538.51,0,5305.7,1300.47,225,0.0404,0.6071,3627.51,4238.76
1,0.722469575533195,AGE > 40.2;ACTIVE_MEMBER <= 0.0,611,46,0.0,1,1,0,Female,15579706,2116,2,5,25,3,0.0,1,1,2,16.11,73.0,77677.14,1,316.15,70.18,150,0.0956,0.2775,86.8,29.26
0,0.672077231484066,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,606,46,0.0,1,2,1,Female,15718247,2116,2,8,64,3,0.0,2,1,2,72.06,103.0,183717.94,0,927.69,234.84,225,0.0976,0.6721,422.19,606.62
0,0.687827680319821,AGE <= 32.8,554,24,0.0,1,1,0,Male,15755722,576,1,10,100,3,0.0,1,0,1,25.54,112.0,92180.62,0,503.81,129.89,150,0.1184,0.6878,197.41,297.94
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,567,37,0.0,1,2,1,Female,15582259,1369,2,7,49,3,0.0,2,1,1,69.67,88.5,28690.9,0,169.24,39.57,225,0.1132,0.7096,-84.54,-136.51
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,559,24,114739.92,0,1,0,Male,15716994,576,1,3,9,2,1.3359,1,1,1,11.59,42.0,85891.02,1,5278.18,1199.26,150,0.1164,0.3219,3471.59,1432.92
0,0.607070348621259,PRODUCTS_NUMBER > 1.0 AND PRODUCTS_NUMBER <= 2.0;TENURE <= 1.0,594,41,122545.65,0,2,1,Male,15586880,1681,2,2,4,2,2.9143,2,1,2,59.94,40.5,42050.24,0,4922.05,1058.75,225,0.1024,0.6071,3265.74,3816.03
0,0.683029157525607,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,513,37,0.0,1,2,0,Female,15713854,1369,2,6,36,3,0.0,2,1,1,17.13,78.5,110142.34,0,501.53,107.3,200,0.1348,0.683,168.05,249.87
0,0.637139547675359,AGE <= 32.8,652,26,131908.35,0,1,1,Female,15780835,676,1,1,1,1,0.7358,1,1,2,58.52,23.0,179269.79,0,6179.75,1675.62,175,0.0792,0.6371,3986.26,5129.46
0,0.581246304462825,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,680,42,105722.69,0,1,1,Female,15675896,1764,2,7,49,3,1.1675,1,1,3,70.8,91.0,90558.24,1,4541.59,1008.98,175,0.068,0.5812,3129.29,3361.83
0,0.672071607081848,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,784,33,0.0,1,2,0,Male,15658459,1089,2,10,100,3,0.0,2,1,4,27.84,116.5,162022.47,0,727.88,154.16,200,0.0264,0.6721,363.85,522.79
1,0.779933412768894,PRODUCTS_NUMBER > 2.0,812,44,0.0,1,3,0,Female,15658057,1936,2,8,64,3,0.0,3,1,4,24.12,102.0,66926.83,1,403.19,120.91,250,0.0152,0.2201,31.79,7.95
0,0.690832331016724,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,784,40,0.0,1,2,0,Female,15801767,1600,2,8,64,3,0.0,2,1,4,23.84,100.0,108891.3,0,641.65,145.01,200,0.0264,0.6908,288.81,439.98
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,570,18,82767.42,0,1,0,Female,15569178,324,1,4,16,2,1.1526,1,1,1,13.7,49.0,71811.9,0,4086.66,1183.52,150,0.112,0.2945,2444.79,892.68
1,0.727698386220287,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,712,42,87842.98,0,1,0,Female,15731478,1764,2,1,1,1,0.9525,1,0,3,9.12,31.0,92223.59,0,3608.81,941.61,150,0.0552,0.2723,2378.25,781.69
0,0.643161830120405,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,705,39,133261.13,0,1,1,Male,15811236,1521,2,6,36,3,1.707,1,1,3,69.05,79.5,78065.9,0,6209.91,1686.03,175,0.058,0.6432,4096.64,5373.37
0,0.704214964971098,AGE <= 32.8,681,32,0.0,1,2,1,Female,15746749,1024,2,3,9,2,0.0,2,1,3,62.81,46.0,59679.9,0,317.49,81.31,225,0.0676,0.7042,10.42,16.55
1,0.725767145055213,AGE > 40.2;ACTIVE_MEMBER <= 0.0,620,41,97925.11,0,1,0,Male,15662758,1681,2,0,0,1,1.1521,1,1,2,6.2,20.5,85000.32,0,4534.16,988.81,150,0.092,0.2742,3082.98,1022.85
0,0.662944680505186,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,711,52,0.0,1,1,1,Male,15709387,2704,3,5,25,3,0.0,1,1,3,67.11,76.0,159808.95,0,898.9,255.92,175,0.0556,0.6629,441.96,617.08
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,613,24,140453.91,0,1,0,Female,15572093,576,1,7,49,3,1.0888,1,1,2,20.13,82.0,129001.3,0,6661.11,1883.74,150,0.0948,0.2945,4188.7,1529.44
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,613,20,117356.19,0,1,0,Female,15713826,400,1,0,0,1,1.0334,1,0,2,6.13,10.0,113557.7,1,5651.43,1327.91,150,0.0948,0.2945,3777.87,1379.44
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,682,36,0.0,1,2,1,Male,15570205,1296,2,5,25,3,0.0,2,1,3,66.82,68.0,147758.51,0,785.85,217.2,225,0.0672,0.7096,320.56,517.62
0,0.643161830120405,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,850,37,137204.77,0,1,1,Male,15589348,1369,2,4,16,2,4.7532,1,1,4,66.5,58.5,28865.59,0,5824.47,1481.19,175,0.005,0.6432,4147.44,5439.99
0,0.672077231484066,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,601,41,0.0,1,2,1,Female,15804610,1681,2,1,1,1,0.0,2,0,2,58.01,30.5,160607.06,0,659.81,191.94,225,0.0996,0.6721,218.68,314.21
0,0.651607636746837,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,595,35,0.0,1,1,0,Male,15700854,1225,2,8,64,3,0.0,1,1,2,21.95,97.5,100015.79,1,504.26,141.34,150,0.102,0.6516,191.2,257.59
0,0.680344782480366,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,675,36,54098.18,0,2,1,Male,15758836,1296,2,3,9,2,0.993,2,0,3,62.75,48.0,54478.52,0,2300.81,469.59,225,0.07,0.6803,1493.78,2202.54
0,0.694923443553409,AGE <= 32.8,591,31,0.0,1,1,1,Male,15772933,961,2,8,64,3,0.0,1,1,2,71.91,95.5,141677.33,0,617.72,177.86,175,0.1036,0.6949,237.42,366.32
0,0.675945898690158,AGE <= 32.8,602,23,113758.48,0,2,0,Male,15809006,529,1,7,49,3,1.353,2,0,2,20.02,81.5,84077.6,0,5806.71,1723.76,200,0.0992,0.6759,3497.76,5086.95
0,0.700945725998455,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,554,34,0.0,1,1,1,Female,15689612,1156,2,8,64,3,0.0,1,0,1,71.54,97.0,106981.03,0,627.39,172.04,175,0.1184,0.7009,247.16,388.52
0,0.653307058885456,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,541,37,118636.92,0,1,1,Male,15744614,1369,2,9,81,3,1.613,1,1,1,73.41,108.5,73551.44,0,5808.24,1231.3,175,0.1236,0.6533,3857.86,5225.34
0,0.662898739785261,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,506,34,0.0,1,2,0,Male,15704250,1156,2,7,49,3,0.0,2,0,1,19.06,87.0,115842.1,0,593.99,166.76,200,0.1376,0.6629,195.96,273.57
1,0.722416232350133,AGE > 40.2;ACTIVE_MEMBER <= 0.0,814,44,95488.82,0,2,0,Male,15700255,1936,2,8,64,3,0.8923,2,0,4,24.14,102.0,107013.59,0,4942.77,1308.59,200,0.0144,0.2776,3384.73,1141.25
0,0.675945898690158,AGE <= 32.8,683,30,110829.52,0,2,0,Male,15669410,900,2,8,64,3,4.4441,2,0,3,22.83,95.0,24938.84,0,4563.37,1067.29,200,0.0668,0.6759,3075.9,4473.42
0,0.589718619202479,PRODUCTS_NUMBER > 1.0 AND PRODUCTS_NUMBER <= 2.0;TENURE <= 1.0,485,51,144244.59,0,2,0,Male,15807595,2601,3,7,49,3,2.8221,2,1,1,18.85,95.5,51113.14,0,6147.54,1772.97,200,0.146,0.5897,3565.08,3937.61
0,0.701605912538044,AGE <= 32.8,696,31,122021.92,0,2,0,Female,15664523,961,2,8,64,3,3.6071,2,1,3,22.96,95.5,33828.64,0,4497.81,1153.94,200,0.0616,0.7016,2950.21,4647.12
0,0.717997363696463,AGE <= 32.8,608,30,0.0,1,2,0,Female,15642833,900,2,8,64,3,0.0,2,1,2,22.08,95.0,128875.86,0,669.96,191.13,200,0.0968,0.718,251.84,417.26
1,0.799161077008454,PRODUCTS_NUMBER > 2.0,792,50,0.0,1,4,1,Male,15605279,2500,3,9,81,3,0.0,3,1,4,75.92,115.0,194700.81,1,979.38,261.51,325,0.0232,0.2008,383.76,85.7
0,0.696218302797171,AGE <= 32.8,686,22,0.0,1,2,0,Male,15713644,484,1,5,25,3,0.0,2,1,3,16.86,61.0,158974.45,0,691.33,158.21,200,0.0656,0.6962,311.27,482.19
1,0.725767145055213,AGE > 40.2;ACTIVE_MEMBER <= 0.0,790,42,85839.62,0,1,0,Male,15750466,1764,2,1,1,1,0.4331,1,1,4,9.9,31.0,198182.73,0,4401.85,1309.56,150,0.024,0.2742,2871.68,952.75
0,0.648595025924006,AGE <= 32.8,654,29,96974.97,0,1,1,Female,15739054,841,1,4,16,2,0.6858,1,0,2,64.54,54.5,141404.07,0,4549.46,1169.67,175,0.0784,0.6486,2953.53,3941.3
0,0.653307058885456,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,452,35,148172.44,0,1,1,Male,15612771,1225,2,4,16,2,35.4846,1,1,1,62.52,57.5,4175.68,0,7016.93,1765.99,175,0.1592,0.6533,4267.85,5780.65
0,0.665014337990795,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,719,38,0.0,1,1,0,Male,15788483,1444,2,0,0,1,0.0,1,1,3,7.19,19.0,126876.47,0,691.11,166.11,150,0.0524,0.665,355.35,499.39
0,0.690832331016724,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,707,40,0.0,1,2,0,Female,15732832,1600,2,5,25,3,0.0,2,1,3,17.07,70.0,41052.82,0,205.5,43.9,200,0.0572,0.6908,-36.2,-55.15
1,0.722044405465168,AGE > 40.2;ACTIVE_MEMBER <= 0.0,699,49,0.0,1,1,0,Female,15772892,2401,2,2,4,2,0.0,1,0,3,10.99,44.5,105760.01,0,541.96,145.58,150,0.0604,0.278,231.5,78.2
0,0.704214964971098,AGE <= 32.8,850,30,0.0,1,2,1,Male,15713843,900,2,2,4,2,0.0,2,0,4,62.5,35.0,27937.12,0,140.3,34.1,225,0.005,0.7042,-118.21,-187.7
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,828,28,134766.85,0,1,0,Male,15567993,784,1,8,64,3,1.6983,1,1,4,24.28,94.0,79355.87,0,5670.02,1663.93,150,0.0088,0.3219,3822.16,1577.62
0,0.652209458680853,AGE <= 32.8,850,30,123210.56,0,2,1,Male,15617603,900,2,5,25,3,1.2058,2,1,4,68.5,65.0,102180.27,0,4850.56,1438.24,225,0.005,0.6522,3171.38,4280.66
0,0.581246304462825,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,712,47,139887.01,0,1,1,Male,15744983,2209,2,1,1,1,1.4614,1,1,3,59.12,33.5,95719.73,0,5982.33,1655.69,175,0.0552,0.5812,3922.47,4213.95
1,0.713379585256645,AGE > 40.2;ACTIVE_MEMBER <= 0.0,634,44,149961.11,0,1,0,Male,15630419,1936,2,9,81,3,2.6253,1,1,2,24.34,112.0,57121.51,0,5815.2,1304.06,150,0.0864,0.2866,3984.34,1402.32
1,0.713379585256645,AGE > 40.2;ACTIVE_MEMBER <= 0.0,730,45,152880.97,0,1,0,Male,15738828,2025,2,6,36,3,0.9409,1,0,3,19.3,82.5,162478.11,0,6061.46,1646.28,150,0.048,0.2866,4060.45,1429.11
0,0.5959747764968,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,632,41,81877.38,0,1,1,Female,15592937,1681,2,3,9,2,2.4338,1,1,2,62.32,50.5,33642.21,0,3619.34,731.26,175,0.0872,0.596,2476.5,2791.58
